Exchange,Symbol,Name,Symbol_Name,Sector,Industry
NYSE,EOG,EOG Resources Inc. Common Stock,EOG | EOG Resources Inc. Common Stock,Energy,Oil & Gas Production
NYSE,EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,EOI | Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,Finance,Finance/Investors Services
NYSE,EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,EOS | Eaton Vance Enhance Equity Income Fund II Common Stock,Finance,Trusts Except Educational Religious and Charitable
NYSE,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,EOT | Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Finance,Investment Bankers/Brokers/Service
NYSE,EP^C,El Paso Corporation Preferred Stock,EP^C | El Paso Corporation Preferred Stock,,
NYSE,EPAC,Enerpac Tool Group Corp. Common Stock,EPAC | Enerpac Tool Group Corp. Common Stock,Technology,Industrial Machinery/Components
NYSE,EPAM,EPAM Systems Inc. Common Stock,EPAM | EPAM Systems Inc. Common Stock,Technology,EDP Services
NYSE,EPC,Edgewell Personal Care Company Common Stock,EPC | Edgewell Personal Care Company Common Stock,Consumer Discretionary,Package Goods/Cosmetics
NYSE,EPD,Enterprise Products Partners L.P. Common Stock,EPD | Enterprise Products Partners L.P. Common Stock,Utilities,Natural Gas Distribution
NYSE,EPR,EPR Properties Common Stock,EPR | EPR Properties Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,EPR^C | EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,,
NYSE,EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,EPR^E | EPR Properties Series E Cumulative Conv Pfd Shs Ser E,,
NYSE,EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,EPR^G | EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,,
NYSE,EPRT,Essential Properties Realty Trust Inc. Common Stock,EPRT | Essential Properties Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,EQBK,Equity Bancshares Inc. Class A Common Stock,EQBK | Equity Bancshares Inc. Class A Common Stock,Finance,Major Banks
NYSE,EQC,Equity Commonwealth Common Shares of Beneficial Interest,EQC | Equity Commonwealth Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
NYSE,EQH,Equitable Holdings Inc. Common Stock,EQH | Equitable Holdings Inc. Common Stock,Finance,Specialty Insurers
NYSE,EQH^A,Equitable Holdings Inc. Depositary Shares,EQH^A | Equitable Holdings Inc. Depositary Shares,,
NYSE,EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,EQH^C | Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,,
NYSE,EQNR,Equinor ASA,EQNR | Equinor ASA,Energy,Integrated oil Companies
NYSE,EQR,Equity Residential Common Shares of Beneficial Interest,EQR | Equity Residential Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
NYSE,EQS,Equus Total Return Inc. Common Stock,EQS | Equus Total Return Inc. Common Stock,Finance,Finance/Investors Services
NYSE,EQT,EQT Corporation Common Stock,EQT | EQT Corporation Common Stock,Energy,Oil & Gas Production
NYSE,EQV,EQV Ventures Acquisition Corp. Class A Ordinary Shares,EQV | EQV Ventures Acquisition Corp. Class A Ordinary Shares,,
NYSE,ERJ,Embraer S.A. Common Stock,ERJ | Embraer S.A. Common Stock,Industrials,Aerospace
NYSE,ERO,Ero Copper Corp. Common Shares,ERO | Ero Copper Corp. Common Shares,Basic Materials,Metal Mining
NYSE,ES,Eversource Energy (D/B/A) Common Stock,ES | Eversource Energy (D/B/A) Common Stock,Utilities,Electric Utilities: Central
NYSE,ESAB,ESAB Corporation Common Stock,ESAB | ESAB Corporation Common Stock,Industrials,Industrial Machinery/Components
NYSE,ESE,ESCO Technologies Inc. Common Stock,ESE | ESCO Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
NYSE,ESI,Element Solutions Inc. Common Stock,ESI | Element Solutions Inc. Common Stock,Industrials,Major Chemicals
NYSE,ESNT,Essent Group Ltd. Common Shares,ESNT | Essent Group Ltd. Common Shares,Finance,Property-Casualty Insurers
NYSE,ESRT,Empire State Realty Trust Inc. Class A Common Stock,ESRT | Empire State Realty Trust Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,ESS,Essex Property Trust Inc. Common Stock,ESS | Essex Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,ESTC,Elastic N.V. Ordinary Shares,ESTC | Elastic N.V. Ordinary Shares,Technology,Computer Software: Prepackaged Software
NYSE,ET,Energy Transfer LP Common Units ,ET | Energy Transfer LP Common Units ,Utilities,Natural Gas Distribution
NYSE,ET^I,Energy Transfer L.P. Series I Fixed Rate Perpetual Preferred Units,ET^I | Energy Transfer L.P. Series I Fixed Rate Perpetual Preferred Units,,
NYSE,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,ETB | Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,Finance,Investment Bankers/Brokers/Service
NYSE,ETD,Ethan Allen Interiors Inc. Common Stock,ETD | Ethan Allen Interiors Inc. Common Stock,Consumer Discretionary,Home Furnishings
NYSE,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,ETG | Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
NYSE,ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,ETI^ | Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,,
NYSE,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,ETJ | Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NYSE,ETN,Eaton Corporation PLC Ordinary Shares,ETN | Eaton Corporation PLC Ordinary Shares,Technology,Industrial Machinery/Components
NYSE,ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,ETO | Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,Finance,Investment Managers
NYSE,ETR,Entergy Corporation Common Stock,ETR | Entergy Corporation Common Stock,Utilities,Electric Utilities: Central
NYSE,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,ETV | Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,Finance,Investment Bankers/Brokers/Service
NYSE,ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,ETW | Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,Finance,Investment Managers
NYSE,ETWO,E2open Parent Holdings Inc.Class A Common Stock,ETWO | E2open Parent Holdings Inc.Class A Common Stock,Technology,EDP Services
NYSE,ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,ETX            | Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,Finance,Investment Managers
NYSE,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,ETY | Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NYSE,EVC,Entravision Communications Corporation Common Stock,EVC | Entravision Communications Corporation Common Stock,Industrials,Broadcasting
NYSE,EVEX,Eve Holding Inc. Common Stock,EVEX | Eve Holding Inc. Common Stock,Industrials,Aerospace
NYSE,EVF,Eaton Vance Senior Income Trust Common Stock,EVF | Eaton Vance Senior Income Trust Common Stock,Finance,Investment Bankers/Brokers/Service
NYSE,EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,EVG | Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
NYSE,EVH,Evolent Health Inc Class A Common Stock,EVH | Evolent Health Inc Class A Common Stock,Consumer Discretionary,Other Consumer Services
NYSE,EVN,Eaton Vance Municipal Income Trust Common Stock,EVN | Eaton Vance Municipal Income Trust Common Stock,Finance,Investment Managers
NYSE,EVR,Evercore Inc. Class A Common Stock,EVR | Evercore Inc. Class A Common Stock,Finance,Investment Managers
NYSE,EVRI,Everi Holdings Inc. Common Stock,EVRI | Everi Holdings Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
NYSE,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,EVT | Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NYSE,EVTC,Evertec Inc. Common Stock,EVTC | Evertec Inc. Common Stock,Technology,EDP Services
NYSE,EVTL,Vertical Aerospace Ltd. Ordinary Shares,EVTL | Vertical Aerospace Ltd. Ordinary Shares,Industrials,Aerospace
NYSE,EW,Edwards Lifesciences Corporation Common Stock,EW | Edwards Lifesciences Corporation Common Stock,Health Care,Industrial Specialties
NYSE,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,EXG | Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NYSE,EXK,Endeavour Silver Corporation Ordinary Shares (Canada),EXK | Endeavour Silver Corporation Ordinary Shares (Canada),Basic Materials,Precious Metals
NYSE,EXP,Eagle Materials Inc Common Stock,EXP | Eagle Materials Inc Common Stock,Industrials,Building Materials
NYSE,EXPD,Expeditors International of Washington Inc. Common Stock,EXPD | Expeditors International of Washington Inc. Common Stock,Consumer Discretionary,Oil Refining/Marketing
NYSE,EXR,Extra Space Storage Inc Common Stock,EXR | Extra Space Storage Inc Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,F,Ford Motor Company Common Stock,F | Ford Motor Company Common Stock,Consumer Discretionary,Auto Manufacturing
NYSE,F^B,Ford Motor Company 6.20% Notes due June 1 2059,F^B | Ford Motor Company 6.20% Notes due June 1 2059,,
NYSE,F^C,Ford Motor Company 6% Notes due December 1 2059,F^C | Ford Motor Company 6% Notes due December 1 2059,,
NYSE,F^D,Ford Motor Company 6.500% Notes due August 15 2062,F^D | Ford Motor Company 6.500% Notes due August 15 2062,,
NYSE,FAF,First American Corporation (New) Common Stock,FAF | First American Corporation (New) Common Stock,Finance,Specialty Insurers
NYSE,FBIN,Fortune Brands Innovations Inc. Common Stock,FBIN | Fortune Brands Innovations Inc. Common Stock,Basic Materials,Forest Products
NYSE,FBK,FB Financial Corporation Common Stock,FBK | FB Financial Corporation Common Stock,Finance,Major Banks
NYSE,FBMS,First Bancshares Inc.,FBMS | First Bancshares Inc.,Finance,Major Banks
NYSE,FBP,First BanCorp. New Common Stock,FBP | First BanCorp. New Common Stock,Finance,Major Banks
NYSE,FBRT,Franklin BSP Realty Trust Inc. Common Stock,FBRT | Franklin BSP Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,FBRT^E | Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,,
NYSE,FC,Franklin Covey Company Common Stock,FC | Franklin Covey Company Common Stock,Consumer Discretionary,Other Consumer Services
NYSE,FCF,First Commonwealth Financial Corporation Common Stock,FCF | First Commonwealth Financial Corporation Common Stock,Finance,Major Banks
NYSE,FCN,FTI Consulting Inc. Common Stock,FCN | FTI Consulting Inc. Common Stock,Consumer Discretionary,Professional Services
NYSE,FCPT,Four Corners Property Trust Inc. Common Stock,FCPT | Four Corners Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,FCRX | Crescent Capital BDC Inc. 5.00% Notes due 2026,Finance,Finance: Consumer Services
NYSE,FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,FCT | First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies
NYSE,FCX,Freeport-McMoRan Inc. Common Stock,FCX | Freeport-McMoRan Inc. Common Stock,Basic Materials,Metal Mining
NYSE,FDP,Fresh Del Monte Produce Inc. Common Stock,FDP | Fresh Del Monte Produce Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
NYSE,FDX,FedEx Corporation Common Stock,FDX | FedEx Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services
NYSE,FE,FirstEnergy Corp. Common Stock,FE | FirstEnergy Corp. Common Stock,Utilities,Electric Utilities: Central
NYSE,FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,FEDU | Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,Real Estate,Other Consumer Services
NYSE,FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,FENG | Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,Industrials,Broadcasting
NYSE,FERG,Ferguson Enterprises Inc. Common Stock,FERG | Ferguson Enterprises Inc. Common Stock,Miscellaneous,Miscellaneous
NYSE,FET,Forum Energy Technologies Inc. Common Stock,FET | Forum Energy Technologies Inc. Common Stock,Industrials,Metal Fabrications
NYSE,FF,FutureFuel Corp.  Common shares,FF | FutureFuel Corp.  Common shares,Industrials,Major Chemicals
NYSE,FFA,First Trust Enhanced Equity Income Fund,FFA | First Trust Enhanced Equity Income Fund,Finance,Investment Managers
NYSE,FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,FFC | Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,Finance,Trusts Except Educational Religious and Charitable
NYSE,FFWM,First Foundation Inc. Common Stock,FFWM | First Foundation Inc. Common Stock,Finance,Major Banks
NYSE,FG,F&G Annuities & Life Inc. Common Stock,FG | F&G Annuities & Life Inc. Common Stock,Finance,Life Insurance
NYSE,FGB,First Trust Specialty Finance and Financial Opportunities Fund,FGB | First Trust Specialty Finance and Financial Opportunities Fund,Finance,Finance/Investors Services
NYSE,FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,FGN | F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,Finance,Life Insurance
NYSE,FGSN,F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,FGSN | F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,Finance,Life Insurance
NYSE,FHI,Federated Hermes Inc. Common Stock,FHI | Federated Hermes Inc. Common Stock,Finance,Investment Managers
NYSE,FHN,First Horizon Corporation Common Stock,FHN | First Horizon Corporation Common Stock,Finance,Major Banks
NYSE,FHN^B,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,FHN^B | First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,,
NYSE,FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,FHN^C | First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,,
NYSE,FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,FHN^E | First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,,
NYSE,FHN^F,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,FHN^F | First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,,
NYSE,FI,Fiserv Inc. Common Stock,FI | Fiserv Inc. Common Stock,Consumer Discretionary,Business Services
NYSE,FICO,Fair Isaac Corporation Common Stock,FICO | Fair Isaac Corporation Common Stock,Consumer Discretionary,Business Services
NYSE,FIGS,FIGS Inc. Class A Common Stock,FIGS | FIGS Inc. Class A Common Stock,Consumer Discretionary,Apparel
NYSE,FIHL,Fidelis Insurance Holdings Limited Common Shares,FIHL | Fidelis Insurance Holdings Limited Common Shares,Finance,Property-Casualty Insurers
NYSE,FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,FINS | Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services
NYSE,FINV,FinVolution Group American Depositary Shares,FINV | FinVolution Group American Depositary Shares,Finance,Finance: Consumer Services
NYSE,FIS,Fidelity National Information Services Inc. Common Stock,FIS | Fidelity National Information Services Inc. Common Stock,Consumer Discretionary,Business Services
NYSE,FIX,Comfort Systems USA Inc. Common Stock,FIX | Comfort Systems USA Inc. Common Stock,Industrials,Engineering & Construction
NYSE,FL,Foot Locker Inc.,FL | Foot Locker Inc.,Consumer Discretionary,Clothing/Shoe/Accessory Stores
NYSE,FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,FLC | Flaherty & Crumrine Total Return Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
NYSE,FLG,Flagstar Financial Inc. Common Stock,FLG | Flagstar Financial Inc. Common Stock,Finance,Banks
NYSE,FLG^A,Flagstar Financial Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,FLG^A | Flagstar Financial Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,,
NYSE,FLG^U,Flagstar Financial Inc. Bifurcated Option Note Unit SecuritiES,FLG^U | Flagstar Financial Inc. Bifurcated Option Note Unit SecuritiES,,
NYSE,FLNG,FLEX LNG Ltd. Ordinary Shares,FLNG | FLEX LNG Ltd. Ordinary Shares,Consumer Discretionary,Marine Transportation
NYSE,FLO,Flowers Foods Inc. Common Stock,FLO | Flowers Foods Inc. Common Stock,Consumer Staples,Packaged Foods
NYSE,FLOC,Flowco Holdings Inc. Class A Common Stock,FLOC | Flowco Holdings Inc. Class A Common Stock,Industrials,Metal Fabrications
NYSE,FLR,Fluor Corporation Common Stock,FLR | Fluor Corporation Common Stock,Industrials,Military/Government/Technical
NYSE,FLS,Flowserve Corporation Common Stock,FLS | Flowserve Corporation Common Stock,Industrials,Fluid Controls
NYSE,FLUT,Flutter Entertainment plc Ordinary Shares,FLUT | Flutter Entertainment plc Ordinary Shares,Technology,Computer Software: Programming Data Processing
NYSE,FMC,FMC Corporation Common Stock,FMC | FMC Corporation Common Stock,Industrials,Major Chemicals
NYSE,FMN,Federated Hermes Premier Municipal Income Fund,FMN | Federated Hermes Premier Municipal Income Fund,Finance,Investment Managers
NYSE,FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),FMS | Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),Health Care,Misc Health and Biotechnology Services
NYSE,FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,FMX | Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Consumer Staples,Beverages (Production/Distribution)
NYSE,FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,FMY | First Trust Motgage Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
NYSE,FN,Fabrinet Ordinary Shares,FN | Fabrinet Ordinary Shares,Utilities,Telecommunications Equipment
NYSE,FNA,Paragon 28 Inc. Common Stock,FNA | Paragon 28 Inc. Common Stock,Health Care,Medical/Dental Instruments
NYSE,FNB,F.N.B. Corporation Common Stock,FNB | F.N.B. Corporation Common Stock,Finance,Major Banks
NYSE,FND,Floor & Decor Holdings Inc. Common Stock,FND | Floor & Decor Holdings Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
NYSE,FNF,FNF Group of Fidelity National Financial Inc. Common Stock,FNF | FNF Group of Fidelity National Financial Inc. Common Stock,Finance,Specialty Insurers
NYSE,FNV,Franco-Nevada Corporation,FNV | Franco-Nevada Corporation,Basic Materials,Precious Metals
NYSE,FOA,Finance of America Companies Inc. Class A Common Stock,FOA | Finance of America Companies Inc. Class A Common Stock,Finance,Finance: Consumer Services
NYSE,FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,FOF | Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,Finance,Investment Managers
NYSE,FOR,Forestar Group Inc Common Stock ,FOR | Forestar Group Inc Common Stock ,Finance,Real Estate
NYSE,FOUR,Shift4 Payments Inc. Class A Common Stock,FOUR | Shift4 Payments Inc. Class A Common Stock,Consumer Discretionary,Business Services
NYSE,FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,FPF | First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
NYSE,FPH,Five Point Holdings LLC Class A Common Shares,FPH | Five Point Holdings LLC Class A Common Shares,Finance,Real Estate
NYSE,FPI,Farmland Partners Inc. Common Stock,FPI | Farmland Partners Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,FR,First Industrial Realty Trust Inc. Common Stock,FR | First Industrial Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,FRA | Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,Finance,Investment Bankers/Brokers/Service
NYSE,FRGE,Forge Global Holdings Inc. Common Stock,FRGE | Forge Global Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
NYSE,FRO,Frontline Plc Ordinary Shares,FRO | Frontline Plc Ordinary Shares,Consumer Discretionary,Marine Transportation
NYSE,FRT,Federal Realty Investment Trust Common Stock,FRT | Federal Realty Investment Trust Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,FRT^C,Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share,FRT^C | Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share,,
NYSE,FSCO,FS Credit Opportunities Corp. Common Stock,FSCO | FS Credit Opportunities Corp. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NYSE,FSK,FS KKR Capital Corp. Common Stock,FSK | FS KKR Capital Corp. Common Stock,Finance,Investment Managers
NYSE,FSLY,Fastly Inc. Class A Common Stock,FSLY | Fastly Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NYSE,FSM,Fortuna Mining Corp. Common Shares,FSM | Fortuna Mining Corp. Common Shares,Basic Materials,Precious Metals
NYSE,FSS,Federal Signal Corporation Common Stock,FSS | Federal Signal Corporation Common Stock,Consumer Discretionary,Auto Manufacturing
NYSE,FT,Franklin Universal Trust Common Stock,FT | Franklin Universal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
NYSE,FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,FTHY | First Trust High Yield Opportunities 2027 Term Fund Common Stock,Finance,Investment Managers
NYSE,FTI,TechnipFMC plc Ordinary Share,FTI | TechnipFMC plc Ordinary Share,Industrials,Metal Fabrications
NYSE,FTK,Flotek Industries Inc. Common Stock,FTK | Flotek Industries Inc. Common Stock,Industrials,Major Chemicals
NYSE,FTS,Fortis Inc. Common Shares,FTS | Fortis Inc. Common Shares,Utilities,Electric Utilities: Central
NYSE,FTV,Fortive Corporation Common Stock ,FTV | Fortive Corporation Common Stock ,Industrials,Industrial Machinery/Components
NYSE,FUBO,fuboTV Inc. Common Stock,FUBO | fuboTV Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
NYSE,FUL,H. B. Fuller Company Common Stock,FUL | H. B. Fuller Company Common Stock,Industrials,Home Furnishings
NYSE,FUN,Six Flags Entertainment Corporation Common Stock New,FUN | Six Flags Entertainment Corporation Common Stock New,Consumer Discretionary,Services-Misc. Amusement & Recreation
NYSE,FVR,FrontView REIT Inc. Common Stock,FVR | FrontView REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYSE,FVRR,Fiverr International Ltd. Ordinary Shares no par value,FVRR | Fiverr International Ltd. Ordinary Shares no par value,Consumer Discretionary,Business Services
NYSE,G,Genpact Limited Common Stock,G | Genpact Limited Common Stock,Consumer Discretionary,Professional Services
NYSE,GAB,Gabelli Equity Trust Inc. (The) Common Stock,GAB | Gabelli Equity Trust Inc. (The) Common Stock,Finance,Investment Managers
NYSE,GAB^G,Gabelli Equity Trust Inc. (The) Series G Cumulative Preferred Stock,GAB^G | Gabelli Equity Trust Inc. (The) Series G Cumulative Preferred Stock,,
NYSE,GAB^H,Gabelli Equity Trust Inc. (The) Pfd Ser H,GAB^H | Gabelli Equity Trust Inc. (The) Pfd Ser H,,
NYSE,GAB^K,Gabelli Equity Trust Inc. (The) 5.00% Series K Cumulative Preferred Stock,GAB^K | Gabelli Equity Trust Inc. (The) 5.00% Series K Cumulative Preferred Stock,,
NYSE,GAM,General American Investors Inc. Common Stock,GAM | General American Investors Inc. Common Stock,Finance,Investment Managers
NYSE,GAM^B,General American Investors Company Inc. Cumulative Preferred Stock,GAM^B | General American Investors Company Inc. Cumulative Preferred Stock,,
NYSE,GAP,Gap Inc. (The) Common Stock,GAP | Gap Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
NYSE,GATX,GATX Corporation Common Stock,GATX | GATX Corporation Common Stock,Consumer Discretionary,Transportation Services
NYSE,GB,Global Blue Group Holding AG Ordinary Shares,GB | Global Blue Group Holding AG Ordinary Shares,Technology,EDP Services
NYSE,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,GBAB | Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,Finance,Investment Managers
NYSE,GBCI,Glacier Bancorp Inc. Common Stock,GBCI | Glacier Bancorp Inc. Common Stock,Finance,Major Banks
NYSE,GBLI,Global Indemnity Group LLC Class A Common Stock (DE),GBLI | Global Indemnity Group LLC Class A Common Stock (DE),Finance,Property-Casualty Insurers
NYSE,GBTG,Global Business Travel Group Inc. Class A Common Stock,GBTG | Global Business Travel Group Inc. Class A Common Stock,Consumer Discretionary,Transportation Services
NYSE,GBX,Greenbrier Companies Inc. (The) Common Stock,GBX | Greenbrier Companies Inc. (The) Common Stock,Industrials,Railroads
NYSE,GCI,Gannett Co. Inc. Common Stock,GCI | Gannett Co. Inc. Common Stock,Consumer Discretionary,Newspapers/Magazines
NYSE,GCO,Genesco Inc. Common Stock,GCO | Genesco Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
NYSE,GCTS,GCT Semiconductor Holding Inc. Common Stock,GCTS | GCT Semiconductor Holding Inc. Common Stock,Technology,Semiconductors
NYSE,GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,GCV | Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,Finance,Finance/Investors Services
NYSE,GD,General Dynamics Corporation Common Stock,GD | General Dynamics Corporation Common Stock,Industrials,Marine Transportation
NYSE,GDDY,GoDaddy Inc. Class A Common Stock,GDDY | GoDaddy Inc. Class A Common Stock,Technology,EDP Services
